MeoDemoSat.UTCGregorian,MeoDemoSat.ElapsedSecs,MeoDemoSat.Earth.Latitude,MeoDemoSat.Earth.Longitude,MeoDemoSat.Earth.Altitude
10 Jan 2026 07:19:23.766,803963.7658054358,-0.1415797086337511,111.856386482989,889.1142717623816
10 Jan 2026 07:22:23.563,804143.5627849074,9.014409431802218,116.4101221937104,900.8534533656602
10 Jan 2026 07:25:23.770,804323.7701857346,18.07544426182782,121.2297637957518,914.9426893183563
10 Jan 2026 07:28:24.499,804504.4986003195,26.94225671218381,126.6399365951657,930.7891504748604
10 Jan 2026 07:31:25.815,804685.8145887265,35.47745365300784,133.0707147500756,947.6706277669236
10 Jan 2026 07:34:27.752,804867.75211778,43.46948229665615,141.1344852145251,964.7856659773315
10 Jan 2026 07:37:30.334,805050.3343127319,50.57054660966641,151.6940653599012,981.3145993187991
10 Jan 2026 07:40:33.567,805233.5671139415,56.20709848100751,165.7509757465508,996.4787878715197
10 Jan 2026 07:43:37.416,805417.4159718328,59.55219464534641,-176.3335227495582,1009.592757905031
10 Jan 2026 07:46:41.803,805601.8034957699,59.8336917099917,-156.3467620101266,1020.109552064985
10 Jan 2026 07:49:46.633,805786.6330149584,56.9744065979481,-137.8775147850486,1027.655153207704
10 Jan 2026 07:52:51.806,805971.8058752362,51.67239852313511,-123.153465196685,1032.044828380643
10 Jan 2026 07:55:57.216,806157.2157966904,44.78139254452917,-112.0754655151022,1033.2797135118
10 Jan 2026 07:59:02.741,806342.7407019306,36.92257759168748,-103.6693538285539,1031.527241380975
10 Jan 2026 08:02:08.253,806528.2534599071,28.47710334304747,-97.03019651819193,1027.088803491522
10 Jan 2026 08:05:13.642,806713.6422074167,19.6743431238258,-91.50510921297413,1020.357681807754
10 Jan 2026 08:08:18.817,806898.8171959645,10.66024416603557,-86.63805307701955,1011.772712245909
10 Jan 2026 08:11:23.702,807083.7019577622,1.538416727615515,-82.09137272620973,1001.774550716515
10 Jan 2026 08:14:28.227,807268.2272361824,-7.605555295763728,-77.58371746001507,990.7700246370459
10 Jan 2026 08:17:32.338,807452.3383509368,-16.68792067731292,-72.84025886071596,979.1082738501882
10 Jan 2026 08:20:36.003,807636.0033864621,-25.61147423361048,-67.54426418519404,967.0713142750274
10 Jan 2026 08:23:39.208,807819.2077934509,-34.24412456851822,-61.27850275380226,954.8795695402368
