TargetSat.UTCGregorian,TargetSat.ElapsedSecs,TargetSat.Earth.Latitude,TargetSat.Earth.Longitude,TargetSat.Earth.Altitude
01 Jan 2026 00:39:34.023,2374.02321563568,-2.946656544252699,136.5401888959582,300.0560549816455
01 Jan 2026 00:41:03.192,2463.19192328956,-5.224923668770999,141.6414557291991,300.175919349952
01 Jan 2026 00:42:32.361,2552.360953437164,-7.455265867357004,146.7817310154253,300.3571591301352
01 Jan 2026 00:44:01.529,2641.529409948271,-9.61644592354217,151.9767853841724,300.5920713747255
01 Jan 2026 00:45:30.699,2730.698819796089,-11.68716396122838,157.2410562001837,300.8706815499954
01 Jan 2026 00:46:59.868,2819.867885462008,-13.64598848951684,162.586793333747,301.1811550140937
01 Jan 2026 00:48:29.036,2909.036154323258,-15.47157976468092,168.0236739963284,301.5103107538998
01 Jan 2026 00:49:58.204,2998.204191843979,-17.14291052535144,173.5581925649124,301.8441846160722
01 Jan 2026 00:51:27.374,3087.373592262156,-18.63957962345827,179.1930601314695,302.1686223535808
01 Jan 2026 00:52:56.543,3176.542742480524,-19.94216718729349,-175.0735856094765,302.4698638846085
01 Jan 2026 00:54:25.712,3265.711791801732,-21.03284173040782,-169.2482190165833,302.7351443714251
01 Jan 2026 00:55:54.881,3354.881219251547,-21.895907662097,-163.342093913514,302.9532275861402
01 Jan 2026 00:57:24.050,3444.050074007828,-22.51838985514466,-157.3710919762518,303.1148762265075
